Land Value,SL_Type2,Year Built,Commercial Building Value,HomeSEV,Homestead Percent,Land Improvements Value,Latitude,Property Zip Code,Longitude,Parcel Acres,Residential Building Value,SL_Type,Lead (ppb)
820,0,1948,0.0,8500,100.0,0,38.605574600000004,48506.0,-90.22560440000001,0.096,78786,1,0.0
5202,0,0,87328.84936000001,0,0.0,10334,42.310252899999995,48505.0,-91.87000400000001,0.358,0,5,3.0
800,0,1955,0.0,7700,100.0,0,43.066168,48505.0,-83.71454,0.131,49155,1,3.0
900,0,1918,0.0,11400,100.0,12,40.7487084,48506.0,-73.9878068,0.207,21833,11,0.0
45032,0,0,553979.0606,0,0.0,17948,42.9864174,48507.0,-83.7045368,0.99,0,1,1.0
5961,0,1949,0.0,11300,100.0,204,43.041203100000004,48506.0,-83.64923879999999,0.223,84742,1,0.0
530,0,1922,0.0,3100,100.0,0,42.997238,48507.0,-83.691795,0.08199999999999999,20419,1,0.0
21444,0,1928,0.0,12800,100.0,0,43.019677,48503.0,-83.664761,0.165,190188,5,0.0
2263,0,1936,0.0,0,100.0,0,42.993819,48507.0,-83.690382,0.11900000000000001,99455,1,2.0
34630,0,2005,0.0,38500,100.0,3622,43.031481899999996,48503.0,-83.689643,0.22399999999999998,38776,11,0.0
9500,0,1956,0.0,15400,100.0,347,43.03904,48506.0,-83.636668,0.115,15450,1,10.0
1750,0,1955,0.0,0,0.0,0,42.991396,48507.0,-83.68884399999999,0.08,50251,1,0.0
5400,0,1957,0.0,12900,100.0,234,42.984833,48507.0,-83.66956,0.10300000000000001,97068,1,0.0
1281,0,1918,0.0,7700,100.0,593,43.003974,48503.0,-83.6682336,0.121,41931,11,0.0
9500,0,1962,0.0,15600,100.0,0,43.03556470000001,48506.0,-83.6363696,0.115,16087,1,65.0
1640,0,1922,0.0,7700,100.0,0,41.8568874,48506.0,-87.80103100000001,0.096,44355,11,0.0
3916,0,0,1578823.135,0,0.0,11943,43.0193893,48503.0,-83.6955827,0.8,93492,11,0.0
1071,0,1927,0.0,32000,100.0,0,43.030518,48503.0,-83.708527,0.209,63018,11,3.0
2025,0,1953,0.0,8400,100.0,0,43.030736,48506.0,-83.638362,0.10300000000000001,60879,1,2.0
750,0,1954,0.0,10300,100.0,0,43.064214,48505.0,-83.72237,0.115,19791,1,0.0
1006,0,1958,0.0,10000,100.0,0,43.054077,48504.0,-83.7303007,0.14,62752,1,26.0
19584,0,1950,0.0,14700,100.0,0,43.023996999999994,48503.0,-83.664986,0.138,113621,5,0.0
35755,0,1936,0.0,23000,100.0,0,38.940008,48503.0,-74.916627,0.23,116818,1,1.0
415,0,1950,0.0,0,100.0,0,36.6118563,48505.0,-121.9054674,0.099,32849,1,1.0
750,0,1918,0.0,5600,100.0,0,43.040075,48504.0,-83.71549499999999,0.115,43551,0,5.0
25692,0,0,300950.0067,0,0.0,34697,42.3250362,48505.0,-91.8699563,0.7809999999999999,0,10,57.0
73806,1,1946,0.0,120400,100.0,24219,42.991067,48503.0,-83.72734190000001,0.787,69053,4,9.0
6539,0,1927,0.0,0,100.0,0,42.9861999,48507.0,-83.666831,0.114,34595,11,21.0
44236,0,1955,0.0,81100,100.0,10945,42.997820000000004,48503.0,-83.71988,0.36200000000000004,51818,11,1412.0
5551,0,1941,0.0,6500,100.0,0,29.7218559,48506.0,-95.00623159999999,0.47200000000000003,7442,1,0.0
13980,0,1964,0.0,0,100.0,0,34.019972100000004,48507.0,-80.9855905,0.07,19388,1,57.0
3625,0,1925,0.0,8300,100.0,472,43.036172,48506.0,-83.645792,0.11900000000000001,40594,0,5.0
294,0,2007,0.0,0,0.0,0,43.029382,48503.0,-83.70406190000001,0.127,10497,11,0.0
24690,0,1952,0.0,46000,100.0,4268,35.17796,48503.0,-101.859942,0.293,30461,1,6.0
3000,0,1929,0.0,0,100.0,0,42.989546000000004,48507.0,-83.697317,0.092,51163,0,72.0
3901,0,1959,0.0,10700,100.0,0,41.635712,48507.0,-93.675302,0.21,17425,1,18.0
1575,0,1954,0.0,7300,100.0,0,43.043684999999996,48506.0,-83.651848,0.10300000000000001,60886,1,16.0
750,0,1953,0.0,22500,100.0,0,43.02628789999999,48504.0,-83.7229312,0.115,149472,1,11.0
2765,0,1957,0.0,9400,100.0,0,42.982449,48507.0,-83.65708199999999,0.135,16072,1,0.0
2015,0,1954,0.0,13700,100.0,0,43.031334,48504.0,-83.733974,0.163,103024,1,5.0
5285,0,1927,0.0,0,100.0,0,42.997706,48503.0,-83.727337,0.121,65200,0,6.0
3438,0,1960,0.0,12200,100.0,0,43.003842999999996,48503.0,-83.66018199999999,0.158,18974,1,0.0
8200,0,1946,0.0,12500,100.0,0,43.001263,48532.0,-83.73531190000001,0.22,16720,1,0.0
21961,0,1944,0.0,18100,100.0,0,32.8990335,48503.0,-96.5784112,0.135,78199,5,17.0
1652,0,1940,0.0,7800,100.0,264,43.041028999999995,48506.0,-83.657381,0.114,78985,1,0.0
1750,0,1955,0.0,9500,100.0,0,32.706979499999996,48506.0,-96.8180568,0.115,78639,1,23.0
1346,0,1915,0.0,9700,100.0,0,43.006407,48503.0,-83.716032,0.085,61794,11,1.0
3000,0,1928,0.0,0,100.0,0,37.306953299999996,48507.0,-121.89941429999999,0.092,71188,0,5.0
467,0,1941,0.0,0,100.0,0,42.945562,48505.0,-76.42258690000001,0.111,23651,1,2.0
697,0,1959,0.0,0,100.0,0,43.060655600000004,48506.0,-83.6571336,0.14800000000000002,90259,1,0.0
657,0,1961,0.0,5500,100.0,0,43.062050899999996,48505.0,-83.69250190000001,0.11,33659,1,3.0
5260,0,1941,0.0,0,100.0,0,43.005495,48503.0,-83.732577,0.121,73295,1,0.0
1274,0,1919,0.0,7700,100.0,0,43.038877,48504.0,-83.718079,0.23600000000000002,47785,11,3.0
760,0,1941,0.0,0,0.0,0,43.057671899999995,48505.0,-83.69739100000001,0.115,33814,1,0.0
400,0,1927,0.0,0,0.0,0,43.004397,48503.0,-83.68729300000001,0.092,7210,0,1.0
1019,0,1945,0.0,0,100.0,0,43.027561,48506.0,-83.6589709,0.12,75885,1,5.0
7429,0,1929,0.0,0,100.0,0,42.986429,48507.0,-83.670245,0.132,55945,11,4.0
900,0,1955,0.0,8200,100.0,0,43.059803,48504.0,-83.724665,0.115,43415,1,0.0
680,0,1971,0.0,6300,100.0,0,43.06074470000001,48505.0,-83.6960854,0.092,38968,1,0.0
7618,0,1946,0.0,8000,100.0,0,43.034039,48506.0,-83.6406949,0.233,63672,1,0.0
995,0,1958,0.0,0,100.0,0,43.05407279999999,48504.0,-83.73067979999999,0.138,68581,1,0.0
1573,0,1916,0.0,16100,100.0,0,38.2744359,48503.0,-104.5958612,0.126,30632,0,0.0
13635,0,1949,0.0,16500,100.0,0,43.022168,48504.0,-83.729177,0.126,19379,1,10.0
932,0,1956,0.0,0,100.0,374,43.055085,48504.0,-83.73120290000001,0.11900000000000001,58190,1,0.0
7557,0,1926,0.0,9400,100.0,0,42.984643,48507.0,-83.663009,0.11,65655,11,11.0
2612,0,1952,0.0,0,100.0,0,42.9903686,48507.0,-83.65824520000001,0.12,15395,1,11.0
1582,0,1942,0.0,10800,100.0,0,43.040665000000004,48504.0,-83.72716199999999,0.128,75405,5,2.0
420,0,1928,0.0,4500,100.0,0,43.041191,48506.0,-83.673362,0.10099999999999999,7696,0,16.0
43326,0,2000,0.0,42400,100.0,5466,29.667944,48503.0,-95.116286,0.33799999999999997,35976,0,0.0
537,0,1928,0.0,0,100.0,0,38.585999,48505.0,-90.385398,0.092,22976,0,2.0
723,0,1963,0.0,3400,100.0,0,43.070654,48505.0,-83.668154,0.141,32685,1,0.0
2200,0,1930,0.0,8000,100.0,0,43.0062636,48503.0,-83.7291575,0.092,53057,0,3.0
5983,0,1938,0.0,10700,100.0,0,42.988331,48507.0,-83.68355799999999,0.23199999999999998,114531,1,0.0
6459,0,1970,0.0,0,100.0,0,43.009614899999995,48532.0,-83.737499,0.185,89589,1,0.0
787,0,1946,0.0,13900,100.0,0,43.0435432,48504.0,-83.7170926,0.126,22509,0,1.0
2233,0,1946,0.0,8000,100.0,0,43.034029,48506.0,-83.65981409999999,0.23399999999999999,71139,1,5.0
1640,0,1917,0.0,6400,100.0,0,39.7552632,48506.0,-75.56526009999999,0.096,33653,11,2.0
657,0,1959,0.0,3300,100.0,0,43.062443,48505.0,-83.692213,0.11,25688,1,0.0
1760,0,1927,0.0,9800,100.0,0,42.9924152,48507.0,-83.68515649999999,0.081,69749,0,2.0
738,0,1956,0.0,10000,100.0,0,43.07250629999999,48505.0,-83.7117017,0.115,45093,1,5.0
4850,0,1952,0.0,0,100.0,0,34.533925,48532.0,-86.41058199999999,0.111,64655,0,0.0
5285,0,1929,0.0,0,100.0,626,43.000402,48503.0,-83.7267339,0.121,65502,0,1.0
18000,0,1944,0.0,16700,100.0,0,42.352344200000005,48503.0,-71.07819140000001,0.121,109441,0,6.0
3031,0,1927,0.0,11000,100.0,0,43.020561,48504.0,-83.71906700000001,0.18899999999999997,100403,0,3.0
2342,0,1970,0.0,9700,100.0,0,43.006384999999995,48503.0,-83.7230726,0.1,69508,1,0.0
7266,0,1941,0.0,0,100.0,0,42.987627,48507.0,-83.66457700000001,0.126,94991,1,0.0
3242,0,1946,0.0,12100,100.0,0,42.9843369,48507.0,-83.68339,0.122,105704,1,0.0
1200,0,1962,0.0,13500,100.0,0,43.065995,48504.0,-83.728251,0.138,70853,1,0.0
938,0,1956,0.0,10200,100.0,0,43.055887,48504.0,-83.729315,0.12,66672,1,0.0
3372,0,1955,0.0,11100,100.0,178,43.0051493,48503.0,-83.72210849999999,0.266,82954,1,0.0
872,0,0,0.0,0,100.0,0,43.037242,48506.0,-83.659536,0.11,0,5,67.0
41550,0,1962,0.0,33300,100.0,0,31.582633,48506.0,-102.88156790000001,0.23,223911,1,5.0
629,0,1961,0.0,0,0.0,0,43.06614129999999,48506.0,-83.65557270000001,0.152,90124,1,18.0
37618,0,2005,0.0,40700,100.0,4123,32.946991,48503.0,-96.69395290000001,0.255,39682,11,4.0
21151,0,1947,0.0,0,100.0,297,31.788650300000004,48503.0,-106.46786440000001,0.13699999999999998,89846,1,2.0
10640,0,1956,0.0,16700,100.0,0,43.039459,48506.0,-83.63781800000001,0.129,16805,1,0.0
661,0,1953,0.0,0,100.0,0,43.026385999999995,48504.0,-83.729799,0.10400000000000001,67612,1,3.0
9809,0,1925,0.0,0,100.0,0,42.984726,48507.0,-83.665339,0.17,79272,11,0.0
2678,0,1953,0.0,8300,100.0,0,42.983447999999996,48507.0,-83.69017590000001,0.092,65985,1,0.0
18000,0,1925,0.0,21100,100.0,0,43.003507899999995,48503.0,-83.711449,0.158,17977,11,1.0
975,0,1952,0.0,0,100.0,0,42.470417,48505.0,-92.453712,0.149,48134,1,0.0
12500,0,1939,0.0,0,100.0,0,43.009167,48503.0,-83.73016700000001,0.115,15505,1,0.0
10000,0,1927,0.0,0,100.0,416,43.0193234,48504.0,-83.72602490000001,0.115,96121,1,10.0
16474,0,1954,0.0,0,100.0,512,42.985186,48507.0,-83.69976940000001,0.128,12849,1,0.0
893,0,1929,0.0,9700,100.0,0,43.049817,48504.0,-83.723122,0.114,18436,0,4.0
2133,0,1960,0.0,9100,100.0,0,32.711253899999996,48506.0,-96.817975,0.14,77636,1,3.0
765,0,1956,0.0,6400,100.0,0,43.0710359,48505.0,-83.71230109999999,0.11900000000000001,33644,1,0.0
1808,0,1955,0.0,0,100.0,0,43.0320977,48504.0,-83.7309988,0.158,82816,1,0.0
1660,0,1946,0.0,9900,100.0,0,43.0323234,48504.0,-83.72798359999999,0.135,81130,0,2.0
12219,0,1928,0.0,0,100.0,0,43.015197,48504.0,-83.720913,0.17600000000000002,62833,5,6.0
4038,0,1946,0.0,0,100.0,0,35.6396088,48507.0,-88.822604,0.177,15878,1,0.0
533,0,1957,0.0,12300,100.0,0,43.0591852,48506.0,-83.6559571,0.12300000000000001,80189,1,0.0
428,0,1924,0.0,0,100.0,0,43.035227,48506.0,-83.6717479,0.105,9369,5,2.0
1575,0,1954,0.0,0,100.0,0,43.043690999999995,48506.0,-83.6519809,0.10300000000000001,59610,1,1.0
3619,0,0,0.0,10100,100.0,0,42.9834161,48507.0,-83.6912912,0.151,16492,1,0.0
10000,0,1926,0.0,10500,100.0,0,43.013835,48504.0,-83.7185309,0.115,66949,11,2.0
24648,0,1928,0.0,30600,100.0,0,43.018827,48503.0,-83.6667444,0.138,122728,0,2.0
752,0,1960,0.0,6100,100.0,0,43.0688847,48505.0,-83.7054833,0.225,54398,1,13.0
2472,0,1965,0.0,11700,100.0,0,46.4804451,48503.0,-84.33818829999998,0.113,19017,1,0.0
2002,0,1949,0.0,14300,100.0,0,43.044353,48504.0,-83.713778,0.161,26675,1,0.0
33651,0,1953,0.0,32700,100.0,0,37.9946865,48507.0,-121.7839368,0.366,22087,0,4.0
19675,0,1955,0.0,17200,100.0,0,42.983335700000005,48507.0,-83.7008189,0.239,14683,1,0.0
568,0,1900,0.0,0,0.0,0,43.005412,48503.0,-83.69193299999999,0.151,6840,11,0.0
19584,0,1942,0.0,15400,100.0,0,43.020773,48503.0,-83.66485899999999,0.138,101888,5,11.0
852,0,1920,0.0,5500,100.0,600,43.008916,48503.0,-83.700234,0.42700000000000005,8430,5,0.0
2741,0,1958,0.0,10300,100.0,1116,42.9842648,48507.0,-83.6569916,0.115,16795,1,26.0
1789,0,1950,0.0,11600,100.0,0,43.046515,48504.0,-83.72901800000001,0.092,45457,1,1.0
1439,0,1928,0.0,0,100.0,0,42.298596200000006,48505.0,-91.8700162,0.129,17146,1,5.0
1750,0,1955,0.0,0,100.0,0,43.04655,48506.0,-83.652686,0.115,86678,1,0.0
7430,0,0,0.0,0,100.0,0,42.987111999999996,48507.0,-83.669193,0.132,76637,1,2.0
8710,0,1955,0.0,16700,100.0,338,43.050218,48506.0,-83.65400799999999,0.24100000000000002,21220,1,0.0
2604,0,1962,0.0,12000,100.0,0,42.992416799999994,48507.0,-83.6864207,0.11900000000000001,107913,1,0.0
29302,0,1928,0.0,43400,100.0,143,43.0122742,48503.0,-83.6703568,0.195,150688,0,1.0
21726,0,1950,0.0,13300,100.0,0,43.022751,48503.0,-83.656719,0.139,82500,1,189.0
900,0,1950,0.0,8900,100.0,0,35.359128000000005,48505.0,-96.92886700000001,0.138,50324,0,0.0
400,0,1924,0.0,0,100.0,0,42.995003999999994,48503.0,-83.673868,0.092,19521,0,2.0
490,0,1949,0.0,2800,100.0,0,43.072976000000004,48505.0,-83.68738,0.096,13308,1,2.0
1435,0,1911,0.0,0,0.0,0,35.7572521,48506.0,-95.3929165,0.096,46208,11,58.0
18468,0,1958,0.0,24500,100.0,693,42.9860689,48507.0,-83.7089957,0.18100000000000002,24286,1,3.0
2200,0,1926,0.0,0,0.0,0,42.9846308,48507.0,-83.6932304,0.092,23072,11,0.0
0,0,0,0.0,0,0.0,0,36.02814,48503.0,-89.366513,0.0,0,0,7.0
21213,0,0,137851.4309,0,0.0,24780,42.9929761,48507.0,-83.6934119,0.31,0,11,0.0
18000,0,1952,0.0,16000,100.0,0,27.5085549,48503.0,-99.49611,0.083,10393,1,2.0
632,0,1924,0.0,7700,100.0,0,43.03196,48503.0,-83.708511,0.102,32617,11,15.0
10488,0,1927,0.0,0,100.0,0,43.012859000000006,48504.0,-83.71897,0.126,68089,5,5.0
10000,0,1927,0.0,9500,100.0,0,39.930574,48504.0,-75.1583969,0.115,54916,0,3.0
10000,0,1949,0.0,0,100.0,0,30.154148,48503.0,-85.615532,0.042,6873,11,0.0
850,0,1941,0.0,12200,100.0,0,43.04739,48504.0,-83.71575899999999,0.115,23562,1,0.0
9783,0,1950,0.0,12500,100.0,406,42.985215999999994,48507.0,-83.660677,0.17600000000000002,88953,1,3.0
2049,0,1958,0.0,17600,100.0,0,43.028721999999995,48504.0,-83.735773,0.193,135560,1,5.0
3458,0,1954,0.0,9100,100.0,0,30.014205800000003,48506.0,-90.2282791,0.10800000000000001,65797,1,14.0
420,0,0,0.0,3000,100.0,446,31.7749527,48506.0,-106.4750145,0.10099999999999999,4564,11,0.0
972,0,1958,0.0,12300,100.0,0,42.2855358,48504.0,-91.5740788,0.124,89274,1,0.0
600,0,1929,0.0,8000,100.0,0,43.058459,48505.0,-83.702236,0.092,32343,0,1.0
3752,0,1957,0.0,8700,100.0,461,42.983284999999995,48507.0,-83.656615,0.193,13203,1,3.0
18000,0,1941,0.0,0,100.0,0,42.999507,48503.0,-83.720955,0.102,16627,1,20.0
1470,0,1919,0.0,11700,100.0,0,43.0418966,48505.0,-83.70815809999999,0.121,21886,11,0.0
1905,0,1928,0.0,10300,100.0,0,41.9950768,48504.0,-91.62418170000001,0.20800000000000002,16850,5,0.0
855,0,1946,0.0,11900,100.0,0,43.024046999999996,48504.0,-83.7229554,0.134,76195,0,0.0
2963,0,1955,0.0,6500,100.0,0,42.984371,48507.0,-83.680113,0.124,45248,1,0.0
1313,0,0,0.0,7700,100.0,0,43.003674100000005,48503.0,-83.67152209999999,0.121,42734,11,2.0
19233,0,1954,0.0,0,100.0,0,42.985193,48507.0,-83.7005198,0.139,14755,1,2.0
27557,0,1929,0.0,35600,100.0,585,42.936364000000005,48503.0,-78.816813,0.172,149874,1,1.0
44237,0,1954,0.0,45400,100.0,0,42.997040000000005,48507.0,-83.66311390000001,0.47,32416,5,21.0
16058,0,1953,0.0,14800,100.0,0,42.9865345,48507.0,-83.69891170000001,0.142,13594,1,0.0
44731,0,1927,0.0,56300,100.0,0,42.308256,48503.0,-83.1136329,0.217,379937,0,0.0
615,0,1952,0.0,11200,100.0,0,43.0268973,48504.0,-83.72862059999999,0.096,74468,1,3.0
2805,0,1948,0.0,11300,100.0,0,30.342357500000002,48507.0,-81.7140785,0.11699999999999999,19805,1,0.0
1419,0,0,103313.3292,0,0.0,5928,43.007922,48503.0,-83.70073199999999,0.217,0,11,0.0
770,0,1962,0.0,15700,100.0,0,43.0675811,48506.0,-83.6538098,0.177,109099,1,0.0
18000,0,1939,0.0,19100,100.0,0,42.11659,48503.0,-76.026038,0.115,14967,1,44.0
1503,0,1925,0.0,4300,100.0,0,43.0092079,48503.0,-83.67649890000001,0.166,23894,11,2.0
1383,0,1951,0.0,17100,100.0,0,43.024738,48504.0,-83.727085,0.217,154878,1,0.0
588,0,1927,0.0,14200,100.0,0,43.053641,48505.0,-83.697822,0.11,27761,11,4.0
12375,0,1967,0.0,15800,100.0,0,43.0052435,48503.0,-83.6355445,0.126,19215,1,1.0
14525,0,1927,0.0,0,100.0,0,43.020333799999996,48504.0,-83.72686920000001,0.16699999999999998,53677,0,4.0
1200,0,1940,0.0,7800,100.0,0,43.042888,48505.0,-83.71021280000001,0.10099999999999999,14305,1,6.0
500,0,1958,0.0,0,100.0,6636,43.059119,48506.0,-83.659138,0.115,70450,1,3.0
1625,0,1964,0.0,17000,100.0,0,43.073687,48505.0,-83.72284499999999,0.149,32286,1,1.0
1575,0,1960,0.0,9800,100.0,0,39.149204,48506.0,-84.6058429,0.10300000000000001,86235,1,0.0
576,0,1929,0.0,3300,100.0,0,38.4530801,48505.0,-89.131012,0.132,21359,0,7.0
615,0,1927,0.0,10300,100.0,0,43.049844,48505.0,-83.70054499999999,0.124,19910,5,4.0
55540,0,1955,0.0,0,100.0,15900,43.012964600000004,48503.0,-83.6665276,0.32299999999999995,216330,1,0.0
2674,0,1955,0.0,8500,100.0,0,31.771240000000002,48506.0,-106.48973799999999,0.156,58181,1,11.0
4899,0,1949,0.0,0,100.0,241,46.2412595,48532.0,-119.1411819,0.113,85443,1,0.0
1973,0,1922,0.0,7400,100.0,0,42.9870576,48507.0,-83.6899826,0.084,12849,5,2.0
15107,0,1949,0.0,21200,100.0,387,43.021806,48504.0,-83.730113,0.18,26994,1,0.0
675,0,1950,0.0,10700,100.0,0,43.026711999999996,48504.0,-83.723267,0.10300000000000001,73664,1,7.0
1600,0,1925,0.0,7600,100.0,0,43.047728899999996,48504.0,-83.730017,0.092,21854,1,4.0
10387,0,1928,0.0,15500,100.0,0,40.368328000000005,48504.0,-79.99126209999999,0.127,118891,5,77.0
918,0,1951,0.0,8900,100.0,0,43.0515037,48504.0,-83.71872009999998,0.13,16885,1,2.0
16116,0,1923,0.0,17600,100.0,0,42.988725,48507.0,-83.667238,0.304,155288,1,0.0
4600,0,1956,0.0,0,0.0,0,43.0009439,48503.0,-83.729955,0.092,101976,1,2.0
826,0,1965,0.0,3200,100.0,0,43.069691,48505.0,-83.670343,0.19,26543,1,0.0
893,0,1957,0.0,11000,100.0,0,43.0424819,48504.0,-83.72932940000001,0.133,17630,1,0.0
2750,0,1952,0.0,8500,100.0,0,42.9952522,48507.0,-83.68726159999999,0.126,73164,1,28.0
2277,0,1953,0.0,13000,100.0,0,43.032071,48504.0,-83.728441,0.188,94620,1,0.0
30382,0,1940,0.0,23300,100.0,0,40.055556,48503.0,-75.0609,0.27699999999999997,160721,1,0.0
5250,0,1967,0.0,17600,100.0,0,43.030304,48504.0,-83.737325,0.161,29975,1,1.0
2250,0,1925,0.0,7800,100.0,0,41.558699,48504.0,-88.09751999999999,0.115,46062,5,14.0
1640,1,1951,0.0,0,100.0,0,43.034415700000004,48506.0,-83.6589857,0.198,55465,1,0.0
18750,0,1943,0.0,14900,100.0,0,43.020247999999995,48503.0,-83.658865,0.126,88801,2,0.0
7125,0,1920,0.0,9600,100.0,0,42.988532899999996,48507.0,-83.701143,0.218,50105,1,0.0
1640,0,1927,0.0,500,100.0,413,43.027403,48506.0,-83.666718,0.096,45889,0,37.0
19172,0,1950,0.0,0,100.0,0,30.242988,48503.0,-97.741524,0.21600000000000003,38023,1,0.0
2159,0,1955,0.0,14400,100.0,0,43.030772999999996,48504.0,-83.731161,0.17,95306,1,0.0
1305,0,1964,0.0,13600,100.0,0,43.070904999999996,48505.0,-83.721065,0.11699999999999999,25906,1,5.0
2700,0,1947,0.0,9800,100.0,0,44.1020672,48507.0,-87.6545052,0.10300000000000001,81249,1,157.0
3419,0,1964,0.0,0,100.0,0,46.4805226,48503.0,-84.3381895,0.215,11044,1,0.0
5459,0,1927,0.0,0,0.0,0,43.214863,48506.0,-123.29595900000001,0.18899999999999997,18251,1,0.0
21686,0,1972,0.0,22200,100.0,960,42.989069,48507.0,-83.71005500000001,0.15,21699,1,0.0
10742,0,0,0.0,18400,100.0,0,43.051080999999996,48506.0,-83.65343100000001,0.33299999999999996,22726,0,0.0
680,0,0,0.0,0,0.0,0,43.0581724,48505.0,-83.6974036,0.092,38275,1,0.0
18000,0,1953,0.0,22500,100.0,0,42.997409999999995,48503.0,-83.72465600000001,0.115,20063,1,6.0
1220,0,1958,0.0,11900,100.0,0,43.065176,48504.0,-83.72788299999999,0.14,46890,1,4.0
5244,0,1962,0.0,16600,100.0,0,43.016464899999995,48503.0,-83.638003,0.126,22416,1,0.0
590,0,1927,0.0,7400,100.0,0,37.7731479,48503.0,-122.43828959999999,0.121,12588,11,4.0
15772,0,1961,0.0,16300,100.0,222,34.020951600000004,48507.0,-80.97990970000001,0.09300000000000001,16547,1,2.0
5285,0,1950,0.0,9400,100.0,634,40.714703,48503.0,-84.09980300000001,0.121,58853,1,3.0
4720,0,1952,0.0,13300,100.0,329,43.005878,48532.0,-83.737266,0.114,94798,1,0.0
8930,0,1953,0.0,16200,100.0,0,43.035666,48506.0,-83.64466,0.10800000000000001,17400,1,1.0
1016,0,1943,0.0,2900,100.0,0,30.000361100000003,48506.0,-90.2343853,0.12,51111,1,3.0
33942,0,0,104800.0018,0,0.0,5399,29.5688907,48502.0,-97.9686445,0.127,0,5,20.0
16875,0,1955,0.0,0,100.0,0,43.022839000000005,48503.0,-83.661026,0.114,148634,1,0.0
552,0,1919,0.0,3900,100.0,0,43.0021159,48503.0,-83.6765041,0.159,14395,11,1.0
765,0,0,0.0,7100,100.0,0,43.0731875,48505.0,-83.7118811,0.11900000000000001,39780,1,5.0
6539,0,1926,0.0,10200,100.0,0,42.98467410000001,48507.0,-83.66386800000001,0.114,66236,11,2.0
1750,0,1956,0.0,10600,100.0,0,32.7057227,48506.0,-96.81804620000001,0.115,86220,1,0.0
15525,0,1955,0.0,16700,100.0,0,42.9883005,48507.0,-83.7074972,0.20600000000000002,14630,1,2.0
2259,0,1954,0.0,19700,100.0,0,43.033112,48504.0,-83.728089,0.177,179278,1,13.0
1425,0,1917,0.0,0,0.0,0,43.009361600000005,48503.0,-83.6732843,0.149,29486,11,0.0
3825,0,1955,0.0,0,100.0,0,34.05083870000001,48506.0,-118.18883059999999,0.10300000000000001,14246,1,0.0
1028,0,1955,0.0,9500,100.0,0,43.058079,48504.0,-83.7318109,0.14400000000000002,57090,1,0.0
559,0,1958,0.0,0,100.0,0,43.058195,48506.0,-83.65347,0.14300000000000002,66160,1,0.0
671,0,0,0.0,4300,100.0,0,43.0363568,48506.0,-83.67808259999998,0.10300000000000001,7927,5,0.0
35493,0,1937,0.0,25600,100.0,0,43.013757,48503.0,-83.730938,0.284,13471,1,0.0
24648,0,1940,0.0,0,100.0,0,43.0140659,48503.0,-83.66653740000001,0.138,134677,1,4.0
10640,0,1955,0.0,17200,100.0,0,41.3953921,48506.0,-81.71160090000001,0.129,17520,1,1.0
10000,0,1965,0.0,12200,100.0,0,43.011466299999995,48503.0,-83.7263942,0.059000000000000004,12304,1,1.0
21832,0,1949,0.0,17300,100.0,0,43.022891200000004,48503.0,-83.65727220000001,0.16,113110,1,0.0
12821,0,1947,0.0,17700,100.0,458,43.018477000000004,48504.0,-83.728665,0.134,22116,1,0.0
17875,0,1940,0.0,17800,100.0,0,43.011359999999996,48503.0,-83.729691,0.126,15267,1,3.0
984,0,1900,0.0,0,0.0,0,34.3766135,48505.0,-80.07362950000001,0.289,33821,0,13.0
841,0,1955,0.0,10100,100.0,0,43.0651102,48505.0,-83.71409109999999,0.114,54357,1,0.0
1435,0,1929,0.0,0,0.0,0,43.041540000000005,48506.0,-83.663257,0.096,57873,0,0.0
1093,0,1959,0.0,14800,100.0,0,43.06536,48504.0,-83.724425,0.129,66843,1,0.0
400,0,1937,0.0,0,100.0,0,43.059253000000005,48505.0,-83.689406,0.092,11035,0,0.0
7430,0,1945,0.0,11700,100.0,0,39.721305,48507.0,-82.62015,0.132,91903,1,1.0
772,0,1951,0.0,0,0.0,0,43.061206299999995,48505.0,-83.71367640000001,0.11599999999999999,39015,1,3.0
18000,0,1927,0.0,20100,100.0,0,42.998761,48503.0,-83.71925999999999,0.154,16456,5,0.0
1281,0,1910,0.0,0,100.0,0,43.001855,48503.0,-83.670197,0.121,24318,11,9.0
428,0,1919,0.0,0,0.0,0,43.035224,48506.0,-83.671899,0.105,12098,11,2.0
1750,0,1928,0.0,0,100.0,0,33.776036,48507.0,-118.155346,0.08,70418,0,3.0
438,0,1919,0.0,4100,100.0,0,43.042221500000004,48505.0,-83.6966995,0.11,22660,11,69.0
2200,0,1927,0.0,9700,100.0,0,31.16634,48503.0,-81.5004189,0.092,65646,5,1.0
838,0,1924,0.0,0,0.0,0,43.039912,48506.0,-83.65694,0.10099999999999999,24731,0,1.0
445,0,0,0.0,0,0.0,0,43.0347847,48506.0,-83.6737949,0.106,9119,5,6.0
1820,0,1954,0.0,0,100.0,0,42.994618,48507.0,-83.65882490000001,0.122,26805,1,2.0
19848,0,1955,0.0,16200,100.0,0,42.9817264,48507.0,-83.69899090000001,0.184,12589,1,0.0
4263,0,1963,0.0,12900,100.0,774,43.044830299999994,48506.0,-83.6398329,0.125,19069,1,0.0
3375,0,1926,0.0,6400,100.0,0,42.989234,48507.0,-83.7025,0.10300000000000001,37839,1,9.0
10375,0,1927,0.0,11400,100.0,0,29.6521352,48504.0,-82.353952,0.124,72895,5,3.0
